tsne1,tsne2,tsne3,class
55.137318,76.81413,-10.568703,outside
58.29914,123.14476,-22.975027,outside
67.41936,11.408058,60.197712,drink
-18.233501,72.43011,-61.34148,outside
-7.3171134,3.6488998,-45.26979,outside
44.484867,68.665985,-24.508242,outside
-15.419822,-22.016941,70.771065,menu
35.21556,98.1322,25.467085,outside
-31.80067,96.00886,19.294504,outside
12.381036,91.298225,-31.110992,outside
73.73906,-79.22134,-10.009041,drink
80.68111,27.121433,63.235752,drink
-69.16281,-26.614408,2.4914262,menu
36.22266,78.00443,37.115414,outside
82.31381,-53.20162,-15.54195,drink
32.120667,-30.826694,41.310028,drink
30.349995,-76.51341,37.046185,drink
-28.945982,65.14139,-41.52481,outside
60.080143,6.1071568,-49.01723,drink
71.088234,-44.1848,-36.000534,drink
-37.29013,17.670376,-29.810944,drink
57.220562,-52.460262,-39.132,drink
41.24631,-79.44828,-10.012272,drink
49.54951,-16.219046,59.251408,outside
98.32708,-13.351378,7.017568,drink
-82.25778,13.35975,-2.026617,menu
-47.93099,88.030136,14.865074,outside
25.550486,-52.760483,69.14711,drink
46.582687,-31.010166,-21.247082,drink
-13.993104,42.344604,58.836716,drink
31.181887,-73.99325,47.08794,drink
-7.7024264,66.57509,39.452503,outside
47.56864,-18.803432,-52.499313,drink
59.86411,-57.66408,-8.392449,drink
47.3454,-36.121162,14.00281,drink
-29.551582,86.161964,-6.2063985,outside
60.256657,-33.673683,-29.358042,drink
92.014336,0.3737913,-19.951025,drink
-93.66589,31.014374,43.343952,menu
-66.75759,26.17796,16.503311,menu
45.518665,93.8465,42.249126,outside
47.443424,112.75988,-41.90334,outside
35.64246,3.9288101,-57.246136,outside
32.41929,-29.073315,-36.240105,drink
75.10651,49.897964,15.989407,outside
42.73746,-48.88979,14.128494,drink
38.576458,86.1095,18.566664,outside
-9.843434,104.04667,-12.584849,outside
17.799395,-0.61013967,-49.11392,outside
45.233433,-80.365295,9.185802,drink
72.26198,-61.08192,-6.9320383,drink
51.02165,-28.93151,-5.4245152,drink
-5.7992973,84.223335,43.204453,outside
52.189667,97.68649,-53.819267,outside
86.72498,-10.57193,36.56305,drink
32.22727,-84.045135,55.151627,drink
24.370468,-8.266883,16.932938,drink
78.43231,-68.12323,-2.5506573,drink
-6.9908013,90.61722,14.633945,outside
50.262966,9.219064,-43.211468,drink
41.228138,-78.122444,46.954185,drink
-21.737526,66.46056,19.49187,outside
-26.609533,120.69054,-22.389896,outside
-59.690666,28.271185,26.70701,menu
87.64343,-23.217325,32.54225,drink
-2.7244997,-47.54955,-69.396996,drink
-20.502174,60.25735,-55.25324,outside
52.031788,103.116196,-37.904343,outside
50.509823,-17.70099,46.90082,drink
50.525414,90.19908,8.710696,outside
66.54707,84.03771,-47.62129,outside
42.832108,67.520256,11.323241,outside
68.26082,-4.6905713,2.3938363,drink
-54.404606,-1.8053242,-16.953653,menu
45.29219,-83.98994,-15.67547,drink
15.617599,-54.672558,48.923702,drink
-67.18055,2.5837286,32.00638,menu
41.191406,85.36418,41.788574,outside
58.14576,16.250422,-42.305355,drink
-10.699966,-18.41731,-39.487934,outside
60.515686,-13.897803,19.608643,drink
33.518772,89.0093,-27.466646,outside
-42.794098,105.32306,-14.85965,outside
-18.75264,95.5449,0.93374425,outside
15.246722,-72.06009,34.851933,drink
-3.3003411,109.86721,30.863768,outside
-38.14179,98.85062,14.997985,outside
39.858772,67.09138,-11.993819,outside
86.13699,34.292267,35.289272,drink
35.755062,-41.3567,-23.147146,drink
-75.070724,19.995493,-0.51885074,menu
-7.141419,74.57299,34.483494,outside
68.16492,-77.91394,-44.93903,drink
-4.6511493,103.922,18.27094,outside
-59.460087,-6.425984,-21.337055,menu
-10.841657,115.227394,-31.670357,outside
64.84573,-57.531113,-43.037327,drink
-9.79628,23.725386,39.873154,outside
-16.078754,65.97697,-42.183697,outside
-49.525215,65.40496,-44.111923,drink
-30.58492,82.69031,36.72818,outside
0.32420775,62.19633,14.865493,outside
65.22507,92.9622,1.1767051,drink
-23.802046,100.343094,-31.707888,outside
-12.31568,85.58931,-19.203669,outside
27.053398,112.71903,-16.076305,outside
35.1449,107.8424,-36.909393,outside
-4.031498,-23.478811,67.56498,menu
-82.05247,-40.88191,43.781086,menu
-69.52977,46.531868,0.23953721,menu
-60.68817,20.307163,49.77223,menu
-86.19866,-10.859276,1.4675326,menu
-37.665363,53.133617,15.030584,menu
-27.598583,10.846384,71.1503,menu
-86.48939,-9.718342,48.509293,menu
-99.97323,28.435923,47.21244,menu
-96.86772,-4.7591734,12.400434,menu
-73.94207,14.4068,-12.665324,menu
-66.96773,-2.7670393,3.9099617,menu
-93.100784,-39.447254,-7.646656,menu
27.225288,16.02236,61.94496,menu
-86.30189,6.561146,40.60744,menu
-56.23604,15.463542,37.480175,menu
-32.43002,4.078171,39.94993,menu
-29.192513,49.074127,52.240955,menu
-42.385036,58.76211,41.565083,menu
-7.5745897,20.287447,83.20926,menu
-50.500458,-35.90194,22.012346,menu
-32.492744,33.74876,41.091473,menu
-14.104626,-15.535744,81.2489,menu
12.556898,0.4346638,62.630173,menu
-25.423119,33.352654,63.414608,menu
-13.810155,9.523133,58.70113,menu
38.63625,-26.954754,-12.068989,menu
-98.79368,1.9893275,-2.8203547,menu
-75.91164,-14.297751,-2.5874765,menu
-73.72115,23.224794,47.956882,menu
-80.56225,-34.307243,7.979495,menu
-64.99417,-37.99995,34.41225,menu
-72.56542,9.796918,50.924763,menu
-39.804413,49.628395,57.006443,menu
-37.32681,19.362364,34.47019,menu
-75.88672,-22.958334,40.47785,menu
-82.54591,50.41065,22.072,menu
-44.90695,-10.75184,-18.862408,menu
-42.496925,-9.356485,19.161793,menu
-63.302017,43.531506,17.05413,menu
-57.58642,3.5656343,41.170063,menu
-27.639889,47.68425,70.2938,menu
-68.12509,10.388407,39.85387,menu
-52.09957,21.040283,-5.4903307,menu
-9.389907,19.457287,92.94686,menu
-68.56305,3.9556487,12.5398855,menu
30.82648,-3.5621195,57.290863,menu
-50.013344,28.480932,48.68455,menu
-37.72772,-1.6069444,13.742581,menu
-81.079,16.27761,62.492504,menu
-94.16036,29.03736,5.3469534,menu
-73.116684,5.1923747,23.271759,menu
29.95367,-7.142653,68.17182,menu
-28.973215,13.629962,47.822124,menu
-66.19849,14.139981,30.597893,menu
-70.86077,0.032259706,-5.3453116,menu
-73.47681,34.46997,-12.918874,menu
-46.443626,40.702805,39.065193,menu
-53.246277,35.032486,63.87146,menu
-92.83768,-36.9349,19.582527,menu
-70.50704,-7.5666513,41.59724,menu
-36.11675,40.00124,64.83276,menu
-73.748955,-22.425636,11.215706,menu
6.492431,-12.994251,66.58064,menu
-116.45463,-10.756504,19.77729,menu
17.298496,-95.54427,33.156605,menu
-80.58621,-38.98351,-44.921654,menu
-4.915589,-39.16347,-16.63464,menu
-54.62593,-20.038134,43.18621,menu
-82.08152,3.9585085,31.26535,menu
-60.492226,-10.902419,29.351288,menu
-23.378805,30.160189,74.246864,menu
-44.270435,40.53662,8.784618,menu
-100.38101,7.860954,45.332745,menu
-90.56001,-12.848853,21.371832,menu
-103.52025,48.144066,32.119663,menu
-45.967777,-16.915537,14.008814,menu
-78.789825,-4.541059,27.742283,menu
-45.274048,33.603176,74.163155,menu
-59.575535,32.522976,52.810196,menu
-91.84005,-58.008575,0.108820304,menu
-41.001904,42.208683,20.060068,menu
-46.619823,25.047739,39.19777,menu
-87.303276,-40.16154,-41.558014,menu
-79.4487,-43.811337,26.404858,menu
-77.13943,-33.176666,30.51807,menu
-69.15278,61.869038,46.66046,menu
-52.280354,48.12049,10.175333,menu
-90.50389,16.281723,-12.437476,menu
-55.5426,-16.321882,-20.933508,menu
-45.786045,17.191124,44.927887,menu
-51.718475,6.282896,29.206516,menu
16.849222,8.013362,87.94503,menu
-38.54459,22.77504,67.04936,menu
-65.50704,22.416126,38.766293,menu
-56.81765,31.821283,41.889214,menu
-63.575157,41.821484,31.859632,menu
-20.13414,18.199856,40.633564,menu
-25.436827,7.206467,30.898674,menu
-104.59834,-6.6152925,-3.0068173,menu
-93.62674,-4.6360326,-20.792448,menu
-57.43065,53.18233,31.447342,menu
-14.703349,3.1643844,69.3925,menu
-13.06454,-1.6560553,-1.2592504,menu
-81.17183,37.68663,41.619915,menu
-72.27798,36.608215,57.97887,menu
-76.06258,31.796267,25.419628,menu
-87.95135,14.774646,15.969503,menu
-56.434166,-2.1127632,56.05163,menu
-99.92054,-35.704803,-1.23301,menu
-82.25037,43.627388,17.686924,menu
-47.63476,22.197542,23.620203,menu
-87.74921,-29.05104,32.389202,menu
-74.71083,9.938519,-29.200201,menu
-52.79323,47.555473,50.043705,menu
-39.36601,60.45599,60.17111,menu
-53.098877,-28.836107,18.453434,menu
-25.638657,-25.163786,60.713985,menu
20.890127,3.1689956,66.61603,menu
-54.987885,-13.248998,12.722,menu
-39.27151,58.8075,31.66659,menu
-34.034286,7.333725,62.70564,menu
-90.62073,-22.577961,-15.881388,menu
-60.93434,44.466194,-12.521443,menu
-85.909164,-7.155871,38.516914,menu
-94.264984,8.554246,10.190081,menu
-82.827805,2.285517,20.518824,menu
-63.82833,22.192646,61.93249,menu
-46.400143,33.53766,14.6465435,menu
-92.55613,0.7934764,26.474878,menu
16.30103,-10.8563795,60.63956,menu
-42.748768,36.380524,58.183064,menu
-8.400904,-13.692749,-10.371865,menu
-37.897976,-6.0820327,28.948557,menu
-44.574192,24.518515,3.3242602,menu
-85.5698,-68.92759,6.5273256,menu
-92.0102,-61.4674,-8.89552,menu
43.250954,-108.35239,-3.2255516,menu
-82.00927,0.5108534,9.386572,menu
42.834816,-5.2104445,-80.81529,menu
-64.15864,32.06546,74.74853,menu
-64.007034,-32.28128,22.428377,menu
-17.185076,27.629646,59.537895,menu
-97.44039,33.279404,25.879345,menu
-57.033062,8.995005,49.290768,menu
-52.45706,38.062737,20.14385,menu
-89.79769,-61.231018,16.896378,menu
-62.64518,40.494843,-5.0603356,menu
-89.673096,5.889476,-0.23009385,menu
-77.530754,17.890226,18.634115,menu
-84.79875,45.35597,50.13732,menu
-83.36801,-15.45178,15.300503,menu
-44.178875,45.905014,71.85469,menu
-69.54731,37.460854,41.612286,menu
-120.301216,-4.333212,21.632126,menu
-49.89167,14.592294,58.813877,menu
18.53223,-3.2981474,52.78026,menu
-21.388348,3.023765,50.04725,menu
-19.529196,-25.83624,56.04359,menu
-84.88952,-6.21149,-13.186677,menu
-88.64736,-22.680717,9.281152,menu
-68.18897,57.60402,2.1235564,menu
-91.79446,16.328085,31.223873,menu
-59.211266,-10.455792,-3.452581,menu
-53.874588,34.758923,32.89041,menu
-70.62376,-13.25397,-10.735306,menu
-85.7826,-27.981815,17.91049,menu
-46.317516,2.811341,45.43778,menu
-15.882483,-9.805368,-1.3200282,menu
-74.29207,-3.5716884,59.277412,menu
-70.99344,-16.91069,23.61582,menu
-58.731976,12.815631,19.462418,menu
-50.355133,1.7451916,5.6627564,menu
-89.36057,22.751884,19.638845,menu
-99.34727,-21.409733,34.160748,menu
-102.78598,-0.5625969,36.713097,menu
6.316749,12.469674,62.26771,menu
-60.90671,7.5728126,2.7573776,menu
-103.3551,14.184925,15.628097,menu
-59.81865,-25.35592,63.40293,menu
-72.499405,-5.04191,18.694733,menu
