tsne1,tsne2,tsne3,class
-89.057785,154.70192,-47.007317,outside
170.15942,-27.937075,40.197594,drink
-101.83903,-169.91191,26.129147,drink
91.84675,90.12225,39.612377,menu
-149.43518,-20.262407,-177.24364,outside
236.86772,-41.49666,84.071045,drink
-0.5312391,-182.48302,-20.43244,drink
78.82192,-87.58016,91.3384,drink
-61.537464,-52.49388,-196.53433,outside
-79.826584,-124.14911,-34.6413,drink
-52.69317,-75.48405,98.55592,drink
-84.46584,153.94693,4.2671084,drink
-22.684273,-67.8342,116.24849,drink
82.89559,-153.34636,81.42207,drink
203.3069,-128.56128,-49.127617,outside
-139.3776,-145.39679,33.300762,drink
37.425182,7.7874227,27.782055,menu
146.8692,-0.24538298,-200.80919,outside
78.08825,-233.9147,-37.057583,drink
-16.803856,-91.19987,81.5094,drink
188.9471,-67.99474,27.020357,drink
65.25542,-86.14485,114.287865,drink
-70.72698,107.52822,-199.19357,outside
-129.75264,-101.83505,114.43639,drink
-33.818947,-121.79306,214.14589,drink
-30.244268,-235.92334,6.396656,drink
-36.14166,-73.8997,-174.91516,outside
112.54342,-110.17607,177.50996,drink
1.3731669,-141.60397,-25.751402,drink
5.7708874,-33.66755,-4.2324986,menu
56.83685,-39.598873,39.708862,menu
5.102739,-195.15895,-107.615326,outside
-43.212387,-133.99677,-82.58177,outside
-199.08812,-144.55391,-29.986118,outside
125.48647,-144.53992,-84.071014,drink
-110.300415,-178.027,-52.530193,outside
-71.98926,-154.92676,-4.687974,drink
-165.91914,-77.45319,-152.5155,outside
-82.95272,-18.132788,-224.23378,outside
-247.85075,10.945384,42.015594,outside
-46.921856,-91.27369,40.428204,drink
-124.69139,4.9360104,213.52829,drink
209.99287,-112.79586,-1.0276135,drink
-53.504436,-61.125076,-67.36639,outside
-96.56422,-138.62166,-164.25354,outside
91.295555,-116.295944,60.91909,drink
99.132225,-121.639175,108.59016,drink
-78.638885,-57.57364,181.7517,drink
-72.18453,-108.87744,115.60373,drink
-34.801254,-25.467667,-80.94438,outside
189.4349,5.3413677,66.106155,drink
52.120667,-90.85256,89.93202,drink
-51.638794,-98.52345,-61.213673,outside
6.0181446,61.468464,-102.51656,outside
115.9961,-34.56173,-25.262894,menu
11.07906,-231.44221,33.15672,drink
42.997513,-175.55264,-82.78404,drink
-107.394936,-60.05863,-70.55072,outside
1.9020553,-124.177635,-96.457184,outside
119.617,-155.73471,153.77782,drink
-118.42266,-202.12196,-93.36597,outside
-78.779144,-167.04343,-97.44717,outside
-55.481396,43.621384,-175.61006,outside
-73.13316,-188.12225,-28.432632,drink
38.845917,44.648746,71.48877,menu
-41.99023,-220.64058,51.87651,drink
-19.480291,-38.918015,165.73505,drink
114.8612,111.91687,-21.274635,menu
-118.47905,-104.47083,-155.50331,outside
-64.7113,-178.11815,42.151234,drink
-37.583233,-179.36147,-72.349945,outside
-22.84731,-117.44789,54.3885,drink
58.802628,93.51387,-207.95201,outside
-66.11917,-30.451256,-98.01126,outside
-30.727148,-118.054214,-170.10637,outside
-2.5197875,-143.86314,14.707776,drink
-181.68564,-91.31656,-45.04246,outside
-17.358019,34.550434,-214.14087,outside
-93.80747,-14.071917,-76.442474,outside
-69.54068,-222.81166,101.06772,drink
177.95686,-162.05644,-11.243002,drink
58.695477,-6.0927615,13.10198,menu
14.07442,68.00986,-222.71512,outside
3.9543867,-199.81403,132.44907,drink
-99.87887,-85.25789,-117.742874,outside
6.595684,113.143036,-16.165337,menu
34.529175,15.06418,-250.96295,outside
133.43419,-206.41423,-20.430454,drink
157.61763,2.4401696,97.96436,outside
-62.45857,7.463098,-78.54448,outside
167.72028,-164.4438,-65.82443,drink
157.81302,56.296772,-183.02574,outside
-115.1591,2.1149673,-148.60257,outside
-40.94089,-144.45967,22.162403,drink
39.398403,-95.04553,-224.80539,outside
-15.721797,-112.206894,-217.8978,outside
-48.93157,-0.6205176,-141.78432,outside
-1.6947345,-19.423256,-92.791954,outside
122.01884,-41.03599,-111.7938,menu
120.46891,1.3261771,83.581116,menu
173.982,56.39745,-81.60998,menu
17.862947,-79.07093,-72.759705,menu
134.8132,13.659585,-18.800764,menu
67.44129,49.215717,-95.218185,menu
7.1904244,-54.424675,-30.088688,menu
-46.488445,84.931046,-54.240322,menu
-15.608169,-23.587673,-9.523264,menu
30.672623,19.399786,-6.143267,menu
100.17754,32.246452,-61.8241,menu
87.20066,74.95097,76.55615,menu
144.24461,95.33723,-61.04622,menu
-26.761934,-33.00493,-41.730835,menu
36.88907,125.66357,1.5558519,menu
86.96807,-25.696812,28.861319,menu
10.938188,18.038664,-73.54411,menu
106.70265,-129.9633,-8.608089,menu
34.256493,-129.36316,15.3815565,menu
187.3898,-41.46973,-54.45165,menu
54.750492,66.45174,68.23545,menu
70.656624,-120.26774,-40.732735,menu
60.90684,40.872425,-63.958824,menu
136.16486,37.31645,-80.17755,menu
110.81518,-110.16039,-105.10791,menu
2.630711,-46.75131,-66.80526,menu
166.11484,29.953814,-43.191364,menu
106.3348,-2.989485,2.5182555,menu
130.13876,52.115803,-38.779007,menu
-25.694979,51.183144,-53.046394,menu
71.805916,76.07966,-68.83702,menu
-5.2507787,86.59243,9.005867,menu
176.04521,-87.29455,-55.990314,menu
64.13358,-61.106293,-73.61493,menu
65.67805,-42.286945,-39.906483,menu
122.52173,69.59507,-1.8786838,menu
88.4277,-18.757845,66.36063,menu
-30.256218,57.42647,13.670819,menu
140.06245,-10.9890995,15.113427,menu
125.68727,-90.27827,-6.739678,menu
32.27849,-14.328907,50.636448,menu
61.269516,-36.61754,-0.02327289,menu
32.201447,-54.519535,9.96959,menu
147.41829,-21.79594,-80.61159,menu
225.04463,20.46169,-77.65215,menu
3.291507,50.897762,63.465996,menu
200.5959,78.99169,-122.60135,menu
-19.440157,-70.13223,-52.87772,menu
-6.4955277,118.83379,-49.92338,menu
152.02016,-121.62092,-35.951115,menu
24.615135,-8.030457,-11.628711,menu
19.26092,83.370995,-24.247387,menu
204.71204,19.57825,-120.94436,menu
223.26486,243.40976,-277.01804,menu
4.1702456,-109.71252,-54.1831,menu
155.20193,47.81845,-1.620674,menu
-6.785739,-34.51186,19.890919,menu
36.39754,-121.10263,-25.051735,menu
-21.913595,-55.260292,-14.1244755,menu
30.383514,55.739246,6.5079885,menu
12.207611,-111.0967,48.570915,menu
1.6137418,-68.12084,3.1017082,menu
-137.8375,7.9052486,102.62398,menu
116.49706,49.597633,-111.235794,menu
119.93867,92.452835,66.16049,menu
218.94714,64.809296,-58.767506,menu
76.71739,54.374073,26.83293,menu
198.90146,45.48446,-10.674034,menu
162.567,126.77198,23.11902,menu
56.36681,59.74525,-4.118527,menu
52.139492,96.65661,-22.57924,menu
196.69104,0.6108638,-33.650276,menu
74.39766,114.28986,-94.064285,menu
173.1435,125.14221,-37.506775,menu
38.82783,404.74704,854.0486,menu
-39.19021,-44.108936,5.8416634,menu
81.77354,16.092392,32.164562,menu
55.44244,62.75587,-33.664753,menu
92.12782,-5.9045005,-44.299137,menu
111.06834,-115.596985,-48.15632,menu
-35.066303,11.080284,28.184141,menu
145.49887,88.02889,-106.94044,menu
79.36855,-64.63272,4.041444,menu
91.617325,50.697468,14.396843,menu
41.12061,39.352295,25.775715,menu
9.885824,27.169039,40.356316,menu
35.967422,-36.863346,-21.999044,menu
179.51819,6.539431,-160.4055,menu
125.27078,41.708004,76.85771,menu
32.581474,85.5668,5.326012,menu
83.14158,-95.59332,-14.148721,menu
84.630844,37.240227,-132.74623,menu
132.91364,-10.257751,-151.61482,menu
62.779327,-21.625664,-66.02173,menu
131.6718,-91.64303,-72.53363,menu
141.07387,-81.48908,-119.772125,menu
133.173,-67.97706,-36.88144,menu
155.18208,-43.617283,-1.7964716,menu
23.889507,-18.759487,-64.880066,menu
91.7572,-12.027051,-6.9731207,menu
60.52797,148.42892,-63.24038,menu
27.149397,-59.252777,43.66869,menu
47.374977,-87.379974,-51.09889,menu
127.065994,34.7783,-151.96364,menu
-40.47539,6.660695,-4.8907094,menu
113.018295,-49.73454,11.088165,menu
-16.207872,26.23193,-13.012581,menu
19.98266,2.1277122,-37.479897,menu
113.24568,140.59962,7.974021,menu
88.57809,82.72197,-3.5066922,menu
97.61851,-32.9894,78.70605,menu
93.189064,-54.475346,-24.175968,menu
11.249795,35.305046,7.0575027,menu
216.45422,98.77591,-19.689758,menu
173.72687,-78.02939,-15.065332,menu
31.769972,36.407192,-93.87321,menu
105.5763,9.876726,44.839874,menu
118.092186,7.5874414,-110.055435,menu
-51.45511,-4.2004075,-47.133343,menu
126.59576,101.188324,24.639257,menu
34.672337,-41.996277,-92.79555,menu
32.44149,-50.91581,-52.3789,menu
91.6856,80.58836,101.6872,menu
62.34552,1.8237407,-98.124855,menu
-8.274795,57.425842,-13.968909,menu
-101.7675,771.39764,-769.46356,menu
123.79989,31.051844,17.567308,menu
79.350395,-35.10031,-99.76551,menu
168.61134,-31.736532,-122.21309,menu
72.83346,25.28452,-30.05626,menu
-32.635555,16.372448,-37.411106,menu
100.12419,-70.61498,-89.5422,menu
72.91458,5.2269845,-158.53587,menu
-2.8045056,78.79647,-66.77183,menu
105.63614,-13.295709,-80.00305,menu
39.73574,-34.4072,76.14741,menu
-18.447926,120.6324,33.515007,menu
111.48785,-45.62691,-62.297825,menu
68.25402,108.551315,-52.758614,menu
46.506207,60.73678,-132.23235,menu
210.54346,-31.657984,-98.804886,menu
39.420883,26.590178,-33.71438,menu
20.087183,-84.45038,-28.504599,menu
246.0386,178.99384,242.25711,menu
58.692238,-8.094672,-25.60576,menu
156.91403,7.871988,-115.65044,menu
39.17548,80.01956,-91.33397,menu
80.58586,13.940957,-89.93324,menu
57.869434,37.24318,53.8209,menu
22.548346,51.17302,-22.941969,menu
84.52083,80.15421,-118.472755,menu
60.878296,26.179773,2.3754137,menu
77.457184,-105.81533,-77.80814,menu
157.72917,-60.34505,-84.23152,menu
27.29226,59.724014,-59.204067,menu
67.16679,106.27144,7.22141,menu
43.85117,103.07091,-123.154015,menu
199.16385,-35.36251,-6.7010875,menu
97.345436,-6.997175,-128.17868,menu
31.14293,60.789307,40.741905,menu
103.44381,81.963036,-43.503613,menu
20.718874,-424.11316,224.86978,menu
2.671257,51.786568,26.60599,menu
100.69961,51.71976,52.547863,menu
-16.14579,82.254326,-32.14782,menu
21.601889,100.39773,29.605894,menu
90.92563,60.681423,-34.397713,menu
47.114307,8.511887,-62.751762,menu
-75.23805,99.28411,10.04146,menu
9.082879,-26.594273,-37.221527,menu
138.30046,62.51318,39.143074,menu
51.372276,-67.622826,-18.41963,menu
58.18117,4.541892,58.06728,menu
2.1125925,1.3991071,-21.586338,menu
99.30725,30.082458,-15.3822975,menu
81.12334,133.26134,-26.535646,menu
130.17273,5.044213,-55.8375,menu
-20.786661,119.7276,-13.578608,menu
29.017756,-20.228062,15.56481,menu
-45.68866,63.31098,-19.487463,menu
-10.111676,28.893549,17.246273,menu
